	#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	Taxonomy
55590	GCF_001540865.1	PRJNA371634	SAMN04316497	LODP00000000.1	reference genome	4615	4615	Ananas comosus	cultivar=F153	na	latest	Chromosome	Major	Full	2016/03/14	ASM154086v1	Fujian Agriculture and Forestry University	GCA_001540865.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/540/865/GCF_001540865.1_ASM154086v1	na	na	na	haploid	plant	381896302	375114483	38.5	25	3128	3128	NCBI RefSeq	NCBI Ananas comosus Annotation Release 100	2017-02-13	25758	22251	2930	26523774	Plants
58834	GCF_001625215.2	PRJNA1062368	SAMN03216637	na	reference genome	79200	4039	Daucus carota subsp. sativus	na	na	latest	Chromosome	Major	Full	2023/10/20	DH1 v3.0	USDA ARS	GCA_001625215.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/215/GCF_001625215.2_DH1_v3.0	na	na	na	haploid	plant	440713325	440657925	35.0	9	9	9	NCBI RefSeq	GCF_001625215.2-RS_2024_03	2024-03-08	39086	33079	5090	27158781	Plants
58976	GCF_001633185.2	PRJNA574457	SAMN10584531	LRBV00000000.2	reference genome	97700	97700	Quercus lobata	na	SW786	latest	Chromosome	Minor	Full	2019/01/11	ValleyOak3.2	University of Maryland Center for Environmental Science	GCA_001633185.5	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/633/185/GCF_001633185.2_ValleyOak3.2	na	na	na	haploid	plant	845947251	844024183	35.5	12	2002	2002	NCBI RefSeq	NCBI Quercus lobata Annotation Release 100	2019-10-07	45898	36703	4995	27621377	Plants
60010	GCF_001659605.2	PRJNA394209	SAMN04116956	LTYI00000000.2	reference genome	3983	3983	Manihot esculenta	cultivar=AM560-2	na	latest	Chromosome	Major	Full	2021/08/13	M.esculenta_v8	DOE-Joint Genome Institute	GCA_001659605.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/605/GCF_001659605.2_M.esculenta_v8	na	na	na	haploid	plant	639586700	637114355	37.5	18	102	756	NCBI RefSeq	NCBI Manihot esculenta Annotation Release 101	2021-09-20	34312	29735	3366	18214421	Plants
66145	GCF_001865875.1	PRJNA356456	SAMN04215042	MLAU00000000.1	reference genome	3871	3871	Lupinus angustifolius	cultivar=Tanjil	na	latest	Chromosome	Major	Full	2016/11/16	LupAngTanjil_v1.0	CSIRO	GCA_001865875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/875/GCF_001865875.1_LupAngTanjil_v1.0	genome length too large	na	na	haploid	plant	609203021	605049621	33.5	20	14378	55107	NCBI RefSeq	NCBI Lupinus angustifolius Annotation Release 100	2016-12-07	38688	33884	3435	27557478	Plants
66488	GCF_001876935.1	PRJNA376608	SAMN04606231	MPDI00000000.1	reference genome	4686	4686	Asparagus officinalis	na	na	latest	Chromosome	Major	Full	2017/02/06	Aspof.V1	University of Georgia	GCA_001876935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/876/935/GCF_001876935.1_Aspof.V1	na	na	na	haploid	plant	1187538024	1152016560	39.0	10	11792	56182	NCBI RefSeq	NCBI Asparagus officinalis Annotation Release 100	2017-02-24	32237	26460	4229	na	Plants
66585	GCF_001879085.1	PRJNA355166	SAMN04590212	MJEQ00000000.1	reference genome	49451	49451	Nicotiana attenuata	strain=UT	na	latest	Chromosome	Major	Full	2016/11/15	NIATTr2	Max Planck Institute for Chemical Ecology	GCA_001879085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/879/085/GCF_001879085.1_NIATTr2	na	na	na	haploid	plant	2365682703	2090577693	40.0	12	37194	37194	NCBI RefSeq	NCBI Nicotiana attenuata Annotation Release 100	2016-11-28	39977	34094	3886	na	Plants
76094	GCF_002114115.1	PRJNA534520	SAMN05603590	MJAX00000000.1	reference genome	3750	3750	Malus domestica	cultivar=Golden Delicious	X9273 #13	latest	Chromosome	Major	Full	2017/05/03	ASM211411v1	IRHS	GCA_002114115.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/115/GCF_002114115.1_ASM211411v1	na	na	na	haploid	plant	702961352	625275318	38.0	17	806	806	NCBI RefSeq	NCBI Malus domestica Annotation Release 102	2019-04-26	45408	35926	5736	28581499;22469001	Plants
76673	GCF_002127325.2	PRJNA396063	SAMN05868438	MNCJ00000000.2	reference genome	4232	4232	Helianthus annuus	cultivar=XRQ/B	na	latest	Chromosome	Major	Full	2020/07/15	HanXRQr2.0-SUNRISE	International Consortium for Sunflower Genomics	GCA_002127325.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/325/GCF_002127325.2_HanXRQr2.0-SUNRISE	na	na	na	haploid	plant	3009595538	2947692501	38.5	17	332	332	NCBI RefSeq	NCBI Helianthus annuus Annotation Release 101	2020-08-11	83308	57237	23778	24245977;28538728	Plants
78246	GCF_002162155.2	PRJNA531190	SAMN04448013	LSYQ00000000.2	reference genome	85692	85692	Triticum dicoccoides	ecotype=Zavitan	Atlit2015	latest	Chromosome	Minor	Full	2019/02/04	WEW_v2.1	WEWseq consortium	GCA_002162155.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/155/GCF_002162155.2_WEW_v2.1	na	na	na	haploid	plant	10677097747	10323492877	46.0	14	148296	148296	NCBI RefSeq	NCBI Triticum dicoccoides Annotation Release 100	2020-11-13	102886	66764	21238	30622124	Plants
80089	GCF_002211085.1	PRJNA482138	SAMN03003198	NCQW00000000.2	reference genome	206008	206008	Panicum hallii	strain=FIL2	na	latest	Chromosome	Major	Full	2018/05/01	PHallii_v3.1	DOE Joint Genome Institute	GCA_002211085.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/211/085/GCF_002211085.1_PHallii_v3.1	na	na	na	haploid	plant	535889049	528529049	47.0	9	1027	1027	NCBI RefSeq	NCBI Panicum hallii Annotation Release 100	2018-07-25	31528	26380	2983	na	Plants
88921	GCF_002575655.2	PRJNA702515	SAMN05426520	NWVB00000000.2	reference genome	200361	37682	Aegilops tauschii subsp. strangulata	cultivar=AL8/78	na	latest	Chromosome	Major	Full	2021/09/30	Aet v5.0	Johns Hopkins University	GCA_002575655.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/575/655/GCF_002575655.2_Aet_v5.0	na	na	na	haploid	plant	4218064899	4132204757	46.5	7	109196	109196	NCBI RefSeq	NCBI Aegilops tauschii Annotation Release 102	2021-11-17	62260	45657	11408	34515796;24614886;29143815	Plants
90627	GCF_002742605.1	PRJNA417827	SAMN05943011	MSRW00000000.1	reference genome	158386	4146	Olea europaea var. sylvestris	na	na	latest	Chromosome	Major	Full	2017/11/03	O_europaea_v1	International Olive Genome Consortium	GCA_002742605.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/742/605/GCF_002742605.1_O_europaea_v1	na	na	na	haploid	plant	1140989389	1031505450	35.5	23	41225	41225	NCBI RefSeq	NCBI Olea europaea var. sylvestris Annotation Release 100	2017-11-09	47911	40126	4367	21569271;29078332	Plants
92140	GCF_002806865.2	PRJNA421955	SAMN07125871	NHTM00000000.1	reference genome	3664	3663	Cucurbita pepo subsp. pepo	cultivar=mu-cu-16	na	latest	Chromosome	Minor	Full	2017/12/07	ASM280686v2	Comav-UPV	GCA_002806865.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/806/865/GCF_002806865.2_ASM280686v2	na	na	na	haploid	plant	259381069	244760851	36.5	20	24193	24193	NCBI RefSeq	NCBI Cucurbita pepo subsp. pepo Annotation Release 100	2018-01-22	35783	29279	5719	20118192;29112324	Plants
94333	GCF_002870075.4	PRJNA432228	SAMN33010172	NBSK00000000.2	reference genome	4236	4236	Lactuca sativa	cultivar=Salinas	na	latest	Chromosome	Major	Full	2022/11/23	Lsat_Salinas_v11	Lettuce Genome Sequencing Consortium	GCA_002870075.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/870/075/GCF_002870075.4_Lsat_Salinas_v11	na	na	na	haploid	plant	2589853228	2588515351	38.0	9	91	91	NCBI RefSeq	GCF_002870075.4-RS_2022_12	2022-12-16	51651	36855	12130	31469821;28401891	Plants
94687	GCF_002878395.1	PRJNA814299	SAMN06445824	NPHV00000000.1	reference genome	4072	4072	Capsicum annuum	cultivar=UCD-10X-F1	na	latest	Chromosome	Major	Full	2018/01/30	UCD10Xv1.1	University of California, Davis	GCA_002878395.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/878/395/GCF_002878395.1_UCD10Xv1.1	na	na	na	haploid	plant	3211819707	3124034419	35.0	12	81200	81200	NCBI RefSeq	NCBI Capsicum annuum Annotation Release 101	2022-03-14	48341	32202	10390	20978766;29423234	Plants
99377	GCF_002994745.2	PRJNA438537	SAMN07737764	PDCK00000000.1	reference genome	74649	74649	Rosa chinensis	cultivar=Old Blush	na	latest	Chromosome	Major	Full	2019/01/15	RchiOBHm-V2	INRA/CNRS	GCA_002994745.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/994/745/GCF_002994745.2_RchiOBHm-V2	na	na	na	haploid	plant	515118979	515115679	39.0	7	53	53	NCBI RefSeq	NCBI Rosa chinensis Annotation Release 101	2021-03-23	41273	30924	7725	na	Plants
102402	GCF_003073215.2	PRJNA702518	SAMN05513572	MKGO00000000.1	reference genome	4572	4572	Triticum urartu	cultivar=G1812	na	latest	Chromosome	Minor	Full	2018/04/30	Tu2.1	Institute of Genetics and Developmental Biology Chinese Academy of Sciences	GCA_003073215.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/215/GCF_003073215.2_Tu2.1	na	na	na	haploid	plant	4849077157	4818791573	46.0	7	10204	10204	NCBI RefSeq	NCBI Triticum urartu Annotation Release 100	2022-06-08	50810	35768	8533	24614886;29743678	Plants
102623	GCF_003086295.2	PRJNA476953	SAMN08051159	PIVG00000000.1	reference genome	3818	3818	Arachis hypogaea	cultivar=Tifrunner	na	latest	Chromosome	Major	Full	2018/05/30	arahy.Tifrunner.gnm1.KYV3	International Peanut Genome Initiative	GCA_003086295.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/086/295/GCF_003086295.2_arahy.Tifrunner.gnm1.KYV3	na	na	na	haploid	plant	2556916893	2553021534	36.5	20	384	384	NCBI RefSeq	NCBI Arachis hypogaea Annotation Release 101	2019-04-29	109230	65846	38489	na	Plants
112185	GCF_003473485.1	PRJNA702529	SAMN08400029	PSQE00000000.1	reference genome	3880	3880	Medicago truncatula	cultivar=Jemalong A17	na	latest	Chromosome	Major	Full	2018/09/12	MtrunA17r5.0-ANR	INRA/CNRS	GCA_003473485.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/473/485/GCF_003473485.1_MtrunA17r5.0-ANR	na	na	na	haploid	plant	429612362	429038102	33.5	8	40	40	NCBI RefSeq	NCBI Medicago truncatula Annotation Release 102	2021-02-19	39589	31927	6044	30397259	Plants
113288	GCF_003573695.1	PRJNA492326	SAMN08604995	PUWZ00000000.1	reference genome	3469	3469	Papaver somniferum	cultivar=HN1	na	latest	Chromosome	Major	Full	2018/09/18	ASM357369v1	Xi'an Jiaotong University	GCA_003573695.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/573/695/GCF_003573695.1_ASM357369v1	na	na	na	haploid	plant	2715377404	2709971134	37.5	11	34380	34380	NCBI RefSeq	NCBI Papaver somniferum Annotation Release 100	2018-09-24	91581	63018	19945	30166436;26724406	Plants
113386	GCF_003576645.1	PRJNA574454	SAMN08285276	na	reference genome	35885	35885	Ipomoea triloba	cultivar=NCNSP0323	na	latest	Chromosome	Major	Full	2018/09/19	ASM357664v1	Cornell University	GCA_003576645.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/576/645/GCF_003576645.1_ASM357664v1	na	na	na	haploid	plant	461827428	437565611	35.5	16	16	16	NCBI RefSeq	NCBI Ipomoea triloba Annotation Release 100	2019-10-11	38585	30644	6859	na	Plants
116424	GCF_003713205.1	PRJNA508372	SAMN10269643	RHJT00000000.1	reference genome	49369	49369	Coffea eugenioides	na	CCC68of	latest	Chromosome	Major	Full	2018/11/08	Ceug_1.0	Johns Hopkins University	GCA_003713205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/713/205/GCF_003713205.1_Ceug_1.0	na	na	na	haploid	plant	699903961	685333821	37.0	11	3530	3530	NCBI RefSeq	NCBI Coffea eugenioides Annotation Release 100	2018-12-05	35455	29100	4519	na	Plants
116425	GCF_003713225.1	PRJNA506972	SAMN10272287	RHJU00000000.1	reference genome	13443	13443	Coffea arabica	cultivar=Caturra red	CCC135-36	latest	Chromosome	Major	Full	2018/11/08	Cara_1.0	Johns Hopkins University	GCA_003713225.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/713/225/GCF_003713225.1_Cara_1.0	na	na	na	haploid	plant	1094291418	1092019065	37.0	22	2832	2832	NCBI RefSeq	NCBI Coffea arabica Annotation Release 100	2018-11-26	56902	44759	7582	na	Plants
123635	GCF_004118075.2	PRJNA521068	SAMN06674009	NBOW00000000.1	reference genome	3917	3917	Vigna unguiculata	cultivar=IT97K-499-35	na	latest	Chromosome	Minor	Full	2019/01/30	ASM411807v2	University of California, Riverside	GCA_004118075.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/118/075/GCF_004118075.2_ASM411807v2	na	na	na	haploid	plant	518595462	515874664	33.0	11	675	675	NCBI RefSeq	NCBI Vigna unguiculata Annotation Release 100	2019-02-11	34292	28223	4855	na	Plants
125155	GCF_004193775.1	PRJNA525136	SAMN09862384	QZWG00000000.1	reference genome	3848	3848	Glycine soja	cultivar=W05	na	latest	Chromosome	Major	Full	2019/02/21	ASM419377v2	The Chinese University of Hong Kong	GCA_004193775.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/193/775/GCF_004193775.1_ASM419377v2	na	na	na	haploid	plant	1013211804	988638081	35.0	20	1118	1118	NCBI RefSeq	NCBI Glycine soja Annotation Release 100	2019-03-08	59365	47201	6773	30872580	Plants
127647	GCF_004353265.1	PRJNA636344	SAMN10662253	SJAQ00000000.1	reference genome	96939	96939	Vitis riparia	cultivar=Riparia Gloire de Montpellier	1030	latest	Chromosome	Major	Full	2019/04/16	EGFV_Vit.rip_1.0	Bordeaux University	GCA_004353265.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/353/265/GCF_004353265.1_EGFV_Vit.rip_1.0	na	na	na	haploid	plant	500105807	494039139	34.5	19	174	174	NCBI RefSeq	NCBI Vitis riparia Annotation Release 100	2020-06-01	30745	26189	2431	na	Plants
128542	GCF_004379255.2	PRJNA737421	SAMN08162997	PNBA00000000.2	reference genome	180675	180675	Salvia splendens	na	huo1	latest	Chromosome	Minor	Full	2021/05/20	SspV2	Beijing Forestry University	GCA_004379255.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/379/255/GCF_004379255.2_SspV2	na	na	na	haploid	plant	805931446	805897011	39.0	22	1161	1161	NCBI RefSeq	NCBI Salvia splendens Annotation Release 100	2021-06-30	70997	55405	8719	na	Plants
129770	GCF_004785595.1	PRJNA726248	SAMN09474938	QKZX00000000.1	reference genome	2249226	2249226	Juglans microcarpa x Juglans regia	na	MS1-56	latest	Chromosome	Major	Full	2019/04/16	Jm3101_v1.0	University of California, Davis	GCA_004785595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/785/595/GCF_004785595.1_Jm3101_v1.0	na	na	na	haploid	plant	527895757	523585557	36.5	16	154	154	NCBI RefSeq	NCBI Juglans microcarpa x Juglans regia Annotation Release 100	2021-04-29	34992	27962	4803	30937174	Plants
132221	GCF_005286985.1	PRJNA633601	SAMN05660902	SNSE00000000.1	reference genome	4556	4556	Setaria viridis	cultivar=A10	na	latest	Chromosome	Major	Full	2019/05/14	Setaria_viridis_v2.0	DOE Joint Genome Institute	GCA_005286985.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/286/985/GCF_005286985.1_Setaria_viridis_v2.0	na	na	na	haploid	plant	395731502	395121502	46.0	9	75	75	NCBI RefSeq	NCBI Setaria viridis Annotation Release 100	2020-05-21	34248	28032	4220	26305916	Plants
139235	GCF_007655135.1	PRJNA580467	SAMN05193489	MABG00000000.2	reference genome	22663	22663	Punica granatum	na	Tunisia-2019	latest	Chromosome	Major	Full	2019/10/22	ASM765513v2	Chinese Academy of Agricultural Sciences	GCA_007655135.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/655/135/GCF_007655135.1_ASM765513v2	na	na	na	haploid	plant	320335647	320316847	40.5	8	473	473	NCBI RefSeq	NCBI Punica granatum Annotation Release 100	2019-10-31	29281	23795	4182	31549477	Plants
140711	GCF_007990345.1	PRJNA713846	SAMN11351207	VKGJ00000000.1	reference genome	3635	3635	Gossypium hirsutum	na	1008001.06	latest	Chromosome	Major	Full	2021/02/25	Gossypium_hirsutum_v2.1	HudsonAlpha Genome Sequencing Center	GCA_007990345.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/990/345/GCF_007990345.1_Gossypium_hirsutum_v2.1	na	na	na	haploid	plant	2305241538	2302330538	34.5	26	1031	6733	NCBI RefSeq	GCF_007990345.1-RS_2024_08	2024-08-01	99454	67584	24915	32313247;16553962	Plants
144371	GCF_008831285.2	PRJNA587754	SAMN12766378	VYXN00000000.1	reference genome	210225	210225	Nymphaea colorata	na	Beijing-Zhang1983	latest	Chromosome	Major	Full	2022/08/01	ASM883128v2	Fujian Agriculture and Forestry University	GCA_008831285.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/285/GCF_008831285.2_ASM883128v2	na	na	na	haploid	plant	408118238	407445134	38.5	14	784	1407	NCBI RefSeq	NCBI Nymphaea colorata Annotation Release 101	2022-08-10	24583	20488	2999	31853069	Plants
145821	GCF_009389715.1	PRJNA692501	SAMN05011615	NBZB00000000.1	reference genome	42345	42345	Phoenix dactylifera	cultivar=Barhee BC4	na	latest	Chromosome	Major	Full	2019/11/04	palm_55x_up_171113_PBpolish2nd_filt_p	The University of Arizona	GCA_009389715.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/389/715/GCF_009389715.1_palm_55x_up_171113_PBpolish2nd_filt_p	na	na	na	haploid	plant	772315838	772284138	40.5	18	2389	2389	NCBI RefSeq	NCBI Phoenix dactylifera Annotation Release 103	2021-01-19	36764	29239	5389	20856810;22655034;31615981	Plants
148152	GCF_009727055.1	PRJNA691418	SAMN08364809	WEIL00000000.1	reference genome	102211	102211	Benincasa hispida	cultivar=B227	na	latest	Chromosome	Major	Full	2019/12/03	ASM972705v1	Chinese Academy of Agricultural Sciences	GCA_009727055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/727/055/GCF_009727055.1_ASM972705v1	na	na	na	haploid	plant	912951219	898186765	35.0	12	1791	1791	NCBI RefSeq	NCBI Benincasa hispida Annotation Release 100	2021-01-12	26068	21004	3989	31727887	Plants
148330	GCF_009730915.1	PRJNA695139	SAMD00039982	BLBR00000000.1	reference genome	55577	29710	Dioscorea cayenensis subsp. rotundata	cultivar=TDr96_F1	na	latest	Chromosome	Major	Full	2019/11/25	TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22 25.fasta	Genetics and Breeding, Iwate Biotechnology Research Center	GCA_009730915.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/915/GCF_009730915.1_TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22_25.fasta	na	na	na	haploid	plant	584153202	579406249	36.5	28	2253	2253	NCBI RefSeq	NCBI Dioscorea cayenensis subsp. rotundata Annotation Release 100	2021-01-28	35061	24562	7923	24690362	Plants
153999	GCF_010389155.1	PRJNA763527	SAMN13170886	WJPJ00000000.1	reference genome	72917	72917	Erigeron canadensis	na	Cc75	latest	Chromosome	Major	Full	2020/03/09	C_canadensis_v1	Agriculture and Agrifood Canada	GCA_010389155.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/389/155/GCF_010389155.1_C_canadensis_v1	na	na	na	haploid	plant	426223753	426173553	34.0	9	356	356	NCBI RefSeq	NCBI Erigeron canadensis Annotation Release 100	2021-09-17	33472	28703	3344	31951071	Plants
155708	GCF_011075055.1	PRJNA771370	SAMN09899728	JAAHBS000000000.1	reference genome	29780	29780	Mangifera indica	cultivar=Alphonso	na	latest	Chromosome	Major	Full	2020/03/10	CATAS_Mindica_2.1	Beijing Institute of Genomics, Chinese Academy of Sciences	GCA_011075055.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/075/055/GCF_011075055.1_CATAS_Mindica_2.1	na	na	na	haploid	plant	391961648	391878804	32.5	20	250	250	NCBI RefSeq	NCBI Mangifera indica Annotation Release 100	2021-10-15	38372	32071	3683	32143734	Plants
158474	GCF_012489685.1	PRJNA984304	SAMN10284201	na	reference genome	34305	34305	Lotus japonicus	ecotype=B-129	na	latest	Chromosome	Major	Full	2022/11/15	LjGifu_v1.2	Aarhus University	GCA_012489685.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/489/685/GCF_012489685.1_LjGifu_v1.2	na	na	na	haploid	plant	553706387	553511487	38.0	6	65	65	NCBI RefSeq	GCF_012489685.1-RS_2023_06	2023-06-21	40429	32752	5726	na	Plants
163347	GCF_013358625.1	PRJNA748012	SAMN13508564	JAAEEG000000000.1	reference genome	60698	60698	Macadamia integrifolia	cultivar=HAES 741	na	latest	Chromosome	Major	Full	2020/06/23	SCU_Mint_v3	Southern Cross University	GCA_013358625.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/358/625/GCF_013358625.1_SCU_Mint_v3	na	na	na	haploid	plant	744777467	733608902	39.0	14	2643	2643	NCBI RefSeq	NCBI Macadamia integrifolia Annotation Release 100	2021-07-19	38075	28774	6699	25522147;32747341	Plants
164278	GCF_013401445.1	PRJNA689611	SAMN11634134	JAAARO000000000.1	reference genome	458696	458696	Tripterygium wilfordii	na	XIE 37	latest	Chromosome	Major	Full	2020/07/13	ASM1340144v1	Capital medical University	GCA_013401445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/401/445/GCF_013401445.1_ASM1340144v1	na	na	na	haploid	plant	348533228	348378095	37.5	23	321	321	NCBI RefSeq	NCBI Tripterygium wilfordii Annotation Release 100	2021-01-07	37561	31432	4016	32080175	Plants
170910	GCF_014633365.1	PRJNA902369	SAMN15573978	JACRTX000000000.1	reference genome	55363	55363	Diospyros lotus	cultivar=Yz01	na	latest	Chromosome	Major	Full	2020/09/21	ASM1463336v1	BEIJING ACADEMY OF FORESTRY AND POMOLOGY SCIENCES	GCA_014633365.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/633/365/GCF_014633365.1_ASM1463336v1	na	na	na	haploid	plant	630098508	630034742	36.5	15	42	42	NCBI RefSeq	NCBI Diospyros lotus Annotation Release 100	2022-11-23	27971	24080	2904	27442423	Plants
172211	GCF_014773155.1	PRJNA988501	SAMN14308800	JAAOXF000000000.1	reference genome	217475	217475	Arachis stenosperma	cultivar=V10309	na	latest	Chromosome	Major	Full	2020/10/02	arast.V10309.gnm1.PFL2	Peanut Genome Initiative	GCA_014773155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/773/155/GCF_014773155.1_arast.V10309.gnm1.PFL2	na	na	na	haploid	plant	1328990366	1242277382	37.0	10	30	30	NCBI RefSeq	GCF_014773155.1-RS_2023_06	2023-06-30	52708	33599	16819	na	Plants
181598	GCF_016545825.1	PRJNA698663	SAMN13016251	JABKBJ000000000.1	reference genome	71139	71139	Eucalyptus grandis	na	ANBG69807.140	latest	Chromosome	Major	Full	2021/01/06	ASM1654582v1	Australian National University	GCA_016545825.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/545/825/GCF_016545825.1_ASM1654582v1	na	na	na	haploid	plant	615891308	615720108	39.5	11	35	35	NCBI RefSeq	NCBI Eucalyptus grandis Annotation Release 102	2021-02-02	42619	33352	5319	na	Plants
